Name,Socket,Form Factor,Max RAM
MSI H61M-P23 (B3),LGA1155,Micro ATX,2,16GB
MSI Z87-G43 Gaming,LGA1150,ATX,4,32GB
Intel DB65AL,LGA1155,Micro ATX,4,32GB
EVGA Z87 Stinger,LGA1150,Mini ITX,2,16GB
ASRock FM2A75 Pro4-M,FM2,Micro ATX,4,32GB
Asus F2A85-M PRO,FM2,Micro ATX,4,64GB
Asus F2A55-M LE,FM2,Micro ATX,2,32GB
Gigabyte GA-Z77X-UP7,LGA1155,EATX,4,32GB
ECS A55F-M4(1.0),FM1,Micro ATX,2,16GB
ASRock P67 Pro3 SE,LGA1155,ATX,4,32GB
Intel DH61BEB3,LGA1155,Micro ATX,2,8GB
Foxconn H61MX,LGA1155,Micro ATX,2,8GB
Foxconn H61MXV,LGA1155,Micro ATX,2,8GB
Foxconn A76ML-K 3.0,AM3,Micro ATX,2,8GB
MSI FM2-A75MA-E35,FM2,Micro ATX,2,16GB
Asus F2A55-M/CSM,FM2,Micro ATX,4,64GB
Asus F2A85-M/CSM,FM2,Micro ATX,4,64GB
ECS A55F2-M3(1.0),FM2,Micro ATX,2,32GB
Jetway JNC9C-550-LF,Atom N550,Mini ITX,2,2GB
Asus AT3IONT-I Deluxe,Atom 330,Mini ITX,2,4GB
Intel D425KT,Atom D425,Mini ITX,2,4GB
ASRock E350M1,E-Series E-350,Mini ITX,2,16GB
ECS HDC-I2(1.0),E-Series E-350,Mini ITX,2,8GB
Gigabyte GA-X58A-OC,LGA1366,ATX,6,24GB
Gigabyte GA-Z68X-UD7-B3,LGA1155,ATX,4,32GB
Gigabyte GA-Z68A-D3-B3,LGA1155,ATX,4,32GB
MSI B85M Eco,LGA1150,Micro ATX,4,32GB
Gigabyte GA-Z68X-UD3P-B3,LGA1155,ATX,4,32GB
ASRock Z68 Pro3-M,LGA1155,Micro ATX,4,32GB
ASRock Z68 Extreme4,LGA1155,ATX,4,32GB
Gigabyte GA-78LMT-S2P,AM3+,Micro ATX,2,8GB
ASRock Fatal1ty E3V5 Performance Gaming/OC,LGA1151,ATX,4,64GB
Gigabyte GA-F2A88X-UP4,FM2+,ATX,4,64GB
Asus SABERTOOTH Z97 MARK 1,LGA1150,ATX,4,32GB
Asus Z97-DELUXE(NFC&amp;WLC),LGA1150,ATX,4,32GB
MSI Z97 MPOWER MAX AC,LGA1150,ATX,4,32GB
ASRock Fatal1ty H170 Performance,LGA1151,ATX,4,64GB
Gigabyte GA-Z68A-D3H-B3,LGA1155,ATX,4,32GB
ASRock EPC612D4U-8R,LGA2011-3 Narrow,Micro ATX,4,512GB
ECS H61H2-I5 (V1.0),LGA1155,Mini ITX,2,16GB
Asus MAXIMUS VII IMPACT,LGA1150,Mini ITX,2,16GB
Asus GRYPHON Z97 ARMOR EDITION,LGA1150,Micro ATX,4,32GB
ECS H81H3-A3,LGA1150,ATX,2,16GB
ECS A85F2-A GOLDEN(1.0),FM2,ATX,4,64GB
ASRock FM2A75M-ITX,FM2,Mini ITX,2,32GB
ECS H110I-C4P,LGA1151,Mini ITX,2,32GB
Biostar H81MHC,LGA1150,Micro ATX,2,16GB
Asus H97M-PLUS,LGA1150,Micro ATX,4,32GB
Intel DZ68AF,LGA1155,Micro ATX,4,32GB
ASRock FM2A85X Extreme4,FM2,ATX,4,64GB
ASRock FM2A85X Extreme4-M,FM2,Micro ATX,4,64GB
Asus M4A785T-M,AM3,Micro ATX,4,16GB
Gigabyte GA-H81.Amp-UP,LGA1150,ATX,2,16GB
Intel DP67BAB3,LGA1155,ATX,4,32GB
ASRock Z97E-ITX/ac,LGA1150,Mini ITX,2,16GB
Jetway JNAF91R-G41,LGA775,ATX,2,4GB
Jetway JNMF91-G41,LGA775,Micro ATX,2,4GB
ASRock X58 Extreme,LGA1366,ATX,6,24GB
Intel DQ67OWB3,LGA1155,Micro ATX,4,32GB
Gigabyte GA-Z97N-Gaming 5,LGA1150,Mini ITX,2,16GB
Gigabyte GA-Z97N-WIFI,LGA1150,Mini ITX,2,16GB
ASRock FM2A55M-DGS R2.0,FM2,Micro ATX,2,32GB
ASRock B85M Pro4/ASM,LGA1150,Micro ATX,4,32GB
MSI Z97I Gaming AC,LGA1150,Mini ITX,2,16GB
Biostar TZ68A+,LGA1155,ATX,4,16GB
ASRock Fatal1ty P67 Performance,LGA1155,ATX,4,32GB
MSI CSM-B75MA-P45,LGA1155,Micro ATX,4,32GB
MSI 990FXA-GD80,AM3+,ATX,4,32GB
Biostar TForce 590 SLI Deluxe,AM2,ATX,4,4GB
MSI H61I-E35 (B3),LGA1155,Mini ITX,2,16GB
Biostar P4M890M7SE,LGA775,Micro ATX,2,4GB
Biostar G31-M7G DVI,LGA775,Micro ATX,2,4GB
Biostar TH67A+,LGA1155,ATX,4,16GB
EVGA 130-SB-E675-KR,LGA1155,ATX,4,16GB
Supermicro MBD-C2SBX,LGA775,ATX,4,8GB
Gigabyte GA-Z68XP-UD4,LGA1155,ATX,4,32GB
MSI ZH77A-G43,LGA1155,ATX,4,32GB
Intel DZ75ML-45K,LGA1155,Micro ATX,4,32GB
Gigabyte GA-F2A85X-D3H,FM2,ATX,4,64GB
Biostar A870,AM3,ATX,4,16GB
ECS Z97-MACHINE,LGA1150,ATX,4,32GB
Asus P8Z77-I DELUXE/WD,LGA1155,Mini ITX,2,16GB
Asus P8B75-M LX PLUS,LGA1155,Micro ATX,2,16GB
Asus P8H61-M LX3 R2.0,LGA1155,Micro ATX,2,16GB
Gigabyte GA-F2A55M-DS2,FM2,Micro ATX,2,64GB
Gigabyte GA-Z68XP-UD3,LGA1155,ATX,4,32GB
MSI H61M-P21 (B3),LGA1155,Micro ATX,2,16GB
Asus Maximus IV Extreme-Z,LGA1155,EATX,4,32GB
MSI Z68A-GD65 (B3),LGA1155,ATX,4,32GB
ASRock Z77 Extreme11,LGA1155,EATX,4,32GB
Zotac FUSION350-A-E,E-Series E-350,Mini ITX,2,8GB
MSI H97 GAMING 3,LGA1150,ATX,4,32GB
Gigabyte GA-A75-D3H,FM1,ATX,4,32GB
MSI A75MA-G55,FM1,Micro ATX,4,32GB
ASRock Z77 Extreme6/TB4,LGA1155,ATX,4,32GB
EVGA 111-IB-E692-KR,LGA1155,Mini ITX,2,16GB
Asus Maximus IV Gene-Z,LGA1155,Micro ATX,4,32GB
Gigabyte GA-Z68P-DS3,LGA1155,ATX,4,32GB
Jetway JTI41M,LGA775,Micro ATX,2,8GB
Asus P8Q67-M DO/CSM (REV 3.0),LGA1155,Micro ATX,4,32GB
Asus Maximus V Formula/Assassins C3,LGA1155,EATX,4,32GB
Asus A55BM-A/USB3,FM2+,Micro ATX,2,32GB
Zotac H55ITX-C-E,LGA1156,Mini ITX,2,8GB
EVGA 160-SB-E679-K2,LGA1155,EATX,4,16GB
Gigabyte GA-A75M-DS2,FM1,Micro ATX,2,64GB
Asus P8P67 PRO (REV 3.1),LGA1155,ATX,4,32GB
Gigabyte GA-B85M-DASH,LGA1150,Micro ATX,4,32GB
ASRock X99 Extreme6/ac,LGA2011-3,ATX,8,128GB
Gigabyte GA-H97-GAMING 3,LGA1150,ATX,4,32GB
MSI X99S MPOWER,LGA2011-3,ATX,8,128GB
MSI 970A-G45,AM3+,ATX,4,32GB
Asus F1A75-M LE,FM1,Micro ATX,2,32GB
MSI Z97M-G43,LGA1150,Micro ATX,4,32GB
EVGA 111-HR-E972-KR,LGA1150,Mini ITX,2,16GB
Jetway JM26GT4-LF,AM2,Micro ATX,2,4GB
Gigabyte GA-H87TN,LGA1150,Thin Mini ITX,2,8GB
Gigabyte GA-H81TN,LGA1150,Thin Mini ITX,2,16GB
ASRock H97M,LGA1150,Micro ATX,2,16GB
Biostar Hi-Fi B350S1,AM4,Micro ATX,2,32GB
Gigabyte GA-F2A88XM-HD3,FM2+,Micro ATX,2,64GB
Gigabyte GA-H87N,LGA1150,Mini ITX,2,16GB
ASRock FM2A75M Pro4+,FM2+,Micro ATX,4,64GB
ASRock A75M-HVS,FM1,Micro ATX,2,16GB
Gigabyte GA-Z77X-UD4H,LGA1155,ATX,4,32GB
Asus P8P67 (REV 3.0),LGA1155,ATX,4,32GB
ECS A970M-A DELUXE v1.0,AM3+,ATX,4,32GB
ECS H61H2-I v1.1,LGA1155,Mini ITX,2,16GB
EVGA 151-SE-E779-K2,LGA2011,XL ATX,4,32GB
ASRock Z170 Extreme4+,LGA1151,ATX,4,64GB
ASRock Z170M Pro4,LGA1151,Micro ATX,4,64GB
Gigabyte GA-F2A85XM-HD3,FM2,Micro ATX,2,64GB
Biostar A88MQ,FM2+,Micro ATX,4,64GB
ASRock P67 Extreme4 Gen3,LGA1155,ATX,4,32GB
Gigabyte GA-H61M-S2-B3,LGA1155,Micro ATX,2,16GB
ASRock Z68 Extreme4 Gen3,LGA1155,ATX,4,32GB
Gigabyte GA-Z68M-D2H,LGA1155,Micro ATX,4,32GB
EVGA 120-SB-E672-KR,LGA1155,Micro ATX,4,16GB
Asus Crosshair V Formula/Thunderbolt,AM3+,ATX,4,32GB
Asus F1A75-V EVO,FM1,ATX,4,64GB
Foxconn H81MXV,LGA1150,Micro ATX,2,16GB
Biostar TH61ITX+RCH,LGA1155,Mini ITX,2,8GB
MSI H67A-G43 (B3),LGA1155,ATX,4,32GB
Asus B85M-D PLUS,LGA1150,Micro ATX,2,16GB
ASRock Z170 Gaming K4/D3,LGA1151,ATX,4,64GB
Asus SABERTOOTH Z97 MARK 2/USB 3.1,LGA1150,ATX,4,32GB
Asus P8Z68-M Pro,LGA1155,Micro ATX,4,32GB
EVGA 130-SB-E685-KR,LGA1155,ATX,4,16GB
MSI Z68A-GD80 (G3),LGA1155,ATX,4,32GB
ASRock FM2A78M PRO3+,FM2+,Micro ATX,4,64GB
ASRock Z68M/USB3,LGA1155,Micro ATX,2,16GB
Gigabyte GA-H61M-S2H,LGA1155,Micro ATX,2,16GB
ASRock Z68M-ITX/HT,LGA1155,Mini ITX,2,16GB
MSI X79A-GD65(8D) Frio Adv,LGA2011,ATX,8,128GB
ASRock 870 Extreme3 R2.0,AM3+,ATX,4,32GB
ASRock A785GM-LE,AM3/AM2+/AM2,Micro ATX,2,8GB
ASRock 880GMH/U3S3,AM3+,Micro ATX,4,32GB
MSI A75A-G55,FM1,ATX,4,32GB
ASRock H170M Pro4S,LGA1151,Micro ATX,4,64GB
Gigabyte GA-EP43-S3L,LGA775,ATX,4,16GB
Gigabyte GA-X79-UD7,LGA2011,XL ATX,4,32GB
EVGA 160-SB-E689-K2,LGA1155,EATX,4,16GB
Zotac NM10-B-E-ION,Atom D510,Mini DTX,2,4GB
Gigabyte GA-Z97M-DS3H,LGA1150,Micro ATX,4,32GB
ASRock H170 Pro4/D3,LGA1151,ATX,4,64GB
ASRock B150M Pro4/D3,LGA1151,Micro ATX,4,64GB
Asus H170I-PLUS D3,LGA1151,Mini ITX,2,32GB
Asus B150-PLUS D3,LGA1151,ATX,4,64GB
Foxconn H97M Plus,LGA1150,Micro ATX,4,32GB
ECS A990FXM-A,AM3+,ATX,4,32GB
ASRock AM1B-MDH,AM1,Micro ATX,2,16GB
ECS A75F2-A2(1.0),FM2,ATX,2,64GB
ECS A58F2P-M4(1.0),FM2+,Micro ATX,2,32GB
Asus Z97-E,LGA1150,ATX,4,32GB
MSI X99S SLI Krait,LGA2011-3,ATX,8,128GB
ASRock Z77 Professional-M,LGA1155,Micro ATX,4,32GB
Foxconn H87MX-D,LGA1150,Micro ATX,2,16GB
Biostar B250GT5,LGA1151,ATX,4,64GB
ASRock C236 WSI,LGA1151,Mini ITX,2,32GB
Supermicro X10SDV-8C-TLN4F,Xeon D-1541,Mini ITX,4,64GB
Biostar TZ77MXE,LGA1155,Micro ATX,4,32GB
ASRock C2550D4I,Atom C2550,Mini ITX,4,64GB
Biostar Z270GT4,LGA1151,Micro ATX,4,64GB
ASRock Z370 Killer SLI,LGA1151,ATX,4,64GB
Asus Z87I-Deluxe,LGA1150,Mini ITX,2,16GB
ASRock B150M-HDV,LGA1151,Micro ATX,2,32GB
Gigabyte GA-Z270X-Gaming 9,LGA1151,EATX,4,64GB
ASRock C2750D4I,Atom C2750,Mini ITX,4,64GB
Gigabyte GA-B85M-HD3-A,LGA1150,Micro ATX,2,16GB
EVGA Z270 Classified K,LGA1151,EATX,4,64GB
Gigabyte GA-H67MA-USB3-B3,LGA1155,Micro ATX,4,32GB
ASRock C226M WS,LGA1150,Micro ATX,4,32GB
MSI X99A TOMAHAWK,LGA2011-3,ATX,8,128GB
Gigabyte GA-Z97P-D3,LGA1150,ATX,4,32GB
Asus B150M-PLUS D3,LGA1151,Micro ATX,4,64GB
Asus Z97-K/CSM,LGA1150,ATX,4,32GB
ASRock E3C224-V+,LGA1150,ATX,4,32GB
ASRock Z170 Extreme7+,LGA1151,ATX,4,64GB
Gigabyte GA-B150M-D3H,LGA1151,Micro ATX,4,64GB
MSI X299 TOMAHAWK AC,LGA2066,ATX,8,128GB
Gigabyte GA-970A-DS3,AM3+,ATX,4,32GB
Supermicro C7Z170-OCE,LGA1151,ATX,4,64GB
Supermicro MBD-X11SBA-LN4F-O,Pentium N3700,Mini ITX,2,8GB
Supermicro X10SLM-F-O,LGA1150,Micro ATX,4,32GB
Gigabyte GA-X99-Gaming 5P,LGA2011-3,EATX,8,128GB
ASRock FM2A88X Extreme6+,FM2+,ATX,4,64GB
MSI Z97I AC,LGA1150,Mini ITX,2,16GB
Gigabyte GA-B150M-D3H-GSM,LGA1151,Micro ATX,4,64GB
MSI B150M BAZOOKA,LGA1151,Micro ATX,4,64GB
Asus N3150I-C,Celeron N3150,Mini ITX,2,8GB
Intel DX79TO,LGA2011,ATX,8,64GB
Asus H110M-A/DP,LGA1151,Micro ATX,2,32GB
ASRock FM2A88X Extreme4+,FM2+,ATX,4,64GB
Foxconn A75M,FM1,Micro ATX,4,64GB
ASRock FM2A88M EXTREME4+ R2.0,FM2+,Micro ATX,4,64GB
Asus P10S-M,LGA1151,Micro ATX,4,64GB
Asus SABERTOOTH Z170 MARK 1,LGA1151,ATX,4,64GB
ASRock AD2550R/U3S3,Atom D2550,Mini ITX,2,4GB
MSI H170A PC Mate,LGA1151,ATX,4,64GB
ASRock FM2A88X PRO3+,FM2+,ATX,4,64GB
Supermicro X10SRA,LGA2011-3,ATX,8,512GB
Supermicro X11SSA-F-B,LGA1151,ATX,4,64GB
Biostar TH61 ITX,LGA1155,Mini ITX,2,16GB
Gigabyte GA-H81M-HD3,LGA1150,Micro ATX,2,16GB
Asus Z170M-PLUS,LGA1151,Micro ATX,4,64GB
MSI CSM-Q87M-E43,LGA1150,Micro ATX,4,32GB
ECS Z87H3-A2X GOLDEN,LGA1150,ATX,4,32GB
Asus A55M-E,FM2,Micro ATX,2,32GB
Asus PRIME B250M-D,LGA1151,Micro ATX,2,32GB
Gigabyte GA-B85-HD3-A (rev. 1.0),LGA1150,ATX,4,32GB
Gigabyte GA-X99-GAMING 5,LGA2011-3,ATX,8,128GB
Supermicro C7Z270-PG,LGA1151,ATX,4,64GB
Intel DBS1200KP,LGA1155,Mini ITX,2,16GB
Gigabyte GA-F2A88XM-DS2,FM2+,Micro ATX,2,64GB
ASRock B85 Pro4,LGA1150,ATX,4,32GB
Asus A88XM-A/USB 3.1,FM2+,Micro ATX,4,64GB
Asus VANGUARD B85,LGA1150,Micro ATX,4,32GB
ECS B75H2-M3(1.0),LGA1155,Micro ATX,2,16GB
Asus PRIME Q270M-C,LGA1151,Micro ATX,4,64GB
Biostar B250GT3,LGA1151,Micro ATX,4,64GB
MSI Z170A TOMAHAWK,LGA1151,ATX,4,64GB
Asus M4N98TD EVO,AM3,ATX,4,16GB
ASRock B150M Pro4V,LGA1151,Micro ATX,4,64GB
Supermicro C7H170-M,LGA1151,Micro ATX,4,64GB
Zotac NM10-A-E-ION,Atom D510,Mini ITX,2,4GB
ASRock H81M-ITX/WIFI,LGA1150,Mini ITX,2,16GB
Gigabyte GA-B85M-D2V,LGA1150,Micro ATX,2,16GB
MSI Z87 MPOWER SP,LGA1150,ATX,4,32GB
Intel D410PT,Atom D410,Mini ITX,2,4GB
MSI A88XM-E35,FM2+,Micro ATX,2,32GB
Asus Crosshair IV Formula,AM3,ATX,4,16GB
MSI X99A XPOWER AC,LGA2011-3,EATX,8,128GB
ASRock Z170 Extreme6+,LGA1151,ATX,4,64GB
Biostar B150GT5,LGA1151,ATX,4,64GB
Gigabyte GA-Q170M-MK,LGA1151,Micro ATX,4,64GB
Biostar Hi-Fi Z87W,LGA1150,ATX,4,32GB
Biostar TP55,LGA1156,ATX,4,16GB
Biostar B350ET2,AM4,Micro ATX,2,32GB
Gigabyte GA-Z170X-Gaming GT,LGA1151,ATX,4,64GB
MSI 880GMA-E35 (FX),AM3,Micro ATX,2,16GB
Asus H170M-PLUS,LGA1151,Micro ATX,4,64GB
Gigabyte GA-H170-HD3 DDR3,LGA1151,ATX,4,64GB
Gigabyte GA-Z270-Gaming 3,LGA1151,ATX,4,64GB
ECS A75F2-M,FM2,Micro ATX,4,32GB
ASRock Z170 Extreme3,LGA1151,ATX,4,64GB
Jetway JTA75MG,FM1,Micro ATX,2,8GB
ASRock 870iCafe R2.0,AM3+,ATX,4,32GB
ASRock A55M-HVS,FM1,Micro ATX,2,16GB
Gigabyte GA-Z87X-UD7 TH,LGA1150,EATX,4,32GB
Gigabyte GA-Z87-DS3H,LGA1150,ATX,4,32GB
Biostar A58MD Ver. 6.x,FM2+,Micro ATX,2,32GB
Biostar H61MGV Ver. 7.x,LGA1155,Micro ATX,2,16GB
Gigabyte GA-X99-GAMING G1WIFI,LGA2011-3,EATX,8,64GB
Foxconn B75M,LGA1155,Micro ATX,4,32GB
ECS H81H3-I/HDMI (V1.0),LGA1150,Mini ITX,2,16GB
Gigabyte GA-H97M-Gaming 3,LGA1150,Micro ATX,4,32GB
Gigabyte GA-Z87M-HD3,LGA1150,Micro ATX,2,16GB
Asus H81-GAMER,LGA1150,ATX,4,16GB
MSI Z68A-G43 (G3),LGA1155,ATX,4,32GB
MSI Z68A-GD55 (G3),LGA1155,ATX,4,32GB
Gigabyte GA-H61M-DS2,LGA1155,Micro ATX,2,16GB
Foxconn H61S,LGA1155,Mini ITX,2,8GB
Biostar H61MLB,LGA1155,Micro ATX,2,16GB
Biostar H61MLC,LGA1155,Micro ATX,2,16GB
ASRock B150 PRO4/D3,LGA1151,ATX,4,64GB
ECS H87H3-TI (V1.0),LGA1150,Thin Mini ITX,2,16GB
Jetway JTN68M,AM3,ATX,2,16GB
Biostar TA990FXE,AM3+,ATX,4,16GB
Foxconn H81MX,LGA1150,Micro ATX,2,16GB
Gigabyte GA-M68MT-S2,AM3+,Micro ATX,2,8GB
Jetway JNAF92-Q67,LGA1155,ATX,4,32GB
MSI Big Bang Fuzion,LGA1156,ATX,4,16GB
Asus P8Z68 Deluxe/GEN3,LGA1155,ATX,4,32GB
Asus P8Z68-V/GEN3,LGA1155,ATX,4,32GB
Gigabyte GA-Z97-HD3P,LGA1150,ATX,4,32GB
ASRock Fatal1ty Z97 Professional,LGA1150,ATX,4,32GB
Gigabyte GA-H55M-S2,LGA1156,Micro ATX,2,16GB
Gigabyte GA-H55M-S2H,LGA1156,Micro ATX,2,8GB
Intel DH57DD,LGA1156,Micro ATX,4,16GB
Gigabyte GA-H57M-USB3,LGA1156,Micro ATX,4,16GB
EVGA 141-LF-E658-KR,LGA1156,ATX,4,16GB
Gigabyte GA-P55-USB3,LGA1156,ATX,4,16GB
EVGA 141-LF-E658-KR,LGA1156,EATX,4,16GB
Asus P7P55D Deluxe,LGA1156,ATX,4,16GB
Intel DP55KG,LGA1156,ATX,4,16GB
Asus P7P55D-E Deluxe,LGA1156,ATX,4,16GB
EVGA 123-LF-E653-KR,LGA1156,ATX,4,16GB
Intel DP55SB,LGA1156,Micro ATX,4,16GB
Intel DP55WG,LGA1156,ATX,4,16GB
Gigabyte GA-P55A-UD4P,LGA1156,ATX,4,16GB
Asus P5N-D,LGA775,ATX,4,8GB
Foxconn A6GMV,AM3,Micro ATX,2,8GB
MSI 740GM-P25,AM3,Micro ATX,2,8GB
Foxconn A74ML-K,AM3,Micro ATX,2,8GB
MSI 760GM-E51,AM3,Micro ATX,4,16GB
Foxconn A76ML-K,AM3/AM2+/AM2,Micro ATX,2,4GB
Asus M4A78L-M,AM3/AM2+/AM2,Micro ATX,2,8GB
Gigabyte GA-770T-USB3,AM3,ATX,4,16GB
ASRock 770 Extreme3,AM3,ATX,4,16GB
Asus M4A785-M,AM3/AM2+/AM2,Micro ATX,4,16GB
Asus M4A785TD-V EVO,AM3,ATX,4,16GB
ASRock A785GXH/128M,AM3/AM2+/AM2,ATX,4,16GB
Asus M4A79T DELUXE,AM3,ATX,4,16GB
Jetway JMA3-79GDGD-LF,AM3/AM2+/AM2,Micro ATX,4,8GB
Gigabyte GA-790XTA-UD4,AM3,ATX,4,16GB
Asus M4A79XTD EVO,AM3,ATX,4,16GB
Gigabyte GA-890XA-UD3,AM3,ATX,4,16GB
Gigabyte GA-870A-UD3,AM3,ATX,4,16GB
Asus M4A88TD-V EVO/USB3,AM3,ATX,4,16GB
Asus M4A88TD-M,AM3,ATX,4,16GB
ASRock 880G Extreme3,AM3,ATX,4,16GB
Gigabyte GA-880GMA-UD2H,AM3,Micro ATX,4,16GB
Gigabyte GA-890FXA-UD5,AM3,ATX,4,32GB
Asus M4A89TD Pro,AM3,ATX,4,16GB
Biostar TA890GXB HD,AM3,Micro ATX,4,16GB
MSI 890GXM-G65,AM3,Micro ATX,4,16GB
Biostar TA890GXE,AM3,Micro ATX,4,16GB
Asus M4A89GTD PRO,AM3,ATX,4,16GB
Intel DG43GT,LGA775,Micro ATX,4,8GB
Asus P5P43TD,LGA775,ATX,4,16GB
Gigabyte GA-EP43-UD3L,LGA775,ATX,4,16GB
Gigabyte GA-EP45-UD3L,LGA775,ATX,4,16GB
EVGA 121-BL-E756-TR,LGA1366,Micro ATX,6,24GB
EVGA 132-GT-E768-KR,LGA1366,ATX,6,24GB
Asus Rampage III Extreme,LGA1366,ATX,6,24GB
Jetway JNF96FL-525-LF,Atom D525,Mini ITX,2,4GB
Gigabyte GA-G31M-ES2L,LGA775,Micro ATX,2,4GB
Asus P6T WS PRO,LGA1366,ATX,6,24GB
Intel DG41TX,LGA775,Micro ATX,2,4GB
Asus P5G41-M LE/CSM,LGA775,Micro ATX,2,8GB
Biostar MCP6P3,AM3,Micro ATX,2,8GB
Gigabyte GA-P55-UD3R,LGA1156,ATX,4,16GB
ECS B85H3-M9 (1.0),LGA1150,Micro ATX,2,16GB
MSI Z97I GAMING ACK,LGA1150,Mini ITX,2,16GB
ASRock Z77 Fatal1ty Professional,LGA1155,ATX,4,32GB
Asus M2N68-AM PLUS,AM3/AM2+/AM2,Micro ATX,2,8GB
EVGA 131-GT-E767-TR,LGA1366,ATX,6,24GB
Zotac GF9300-A-E,LGA775,Micro ATX,4,16GB
ASRock 880GM-LE,AM3,Micro ATX,2,8GB
ASRock P45X3 Deluxe,LGA775,ATX,4,16GB
ASRock H55M PRO,LGA1156,Micro ATX,4,16GB
ASRock M3A785GMH/128M,AM3,Micro ATX,4,16GB
ASRock P55 Pro/USB3,LGA1156,ATX,4,16GB
Zotac GF8200-C-E,AM2+/AM2,Mini ITX,2,8GB
ASRock 880GXH/USB3,AM3,ATX,4,16GB
EVGA 132-GT-E768-TR,LGA1366,ATX,6,24GB
Asus P9X79 DELUXE,LGA2011,ATX,8,64GB
ASRock P43DE3,LGA775,ATX,4,16GB
MSI X79A-GD65 (8D),LGA2011,ATX,8,128GB
EVGA 132-SE-E775-KR,LGA2011,ATX,4,32GB
ASRock X79 EXTREME4-M,LGA2011,Micro ATX,4,32GB
ASRock A780LM-S,AM3/AM2+/AM2,Micro ATX,2,8GB
Gigabyte GA-D525TUD,Atom D525,Mini ITX,2,4GB
Intel D525MW,Atom D525,Mini ITX,2,4GB
ASRock 890FX Deluxe3,AM3,ATX,4,16GB
ASRock G41M-GS,LGA775,Micro ATX,2,8GB
Gigabyte GA-X79-UD5,LGA2011,EATX,8,64GB
ASRock H61M-GS,LGA1155,Micro ATX,2,16GB
ASRock 890GX Extreme4,AM3,ATX,4,16GB
Gigabyte GA-M68MT-D3,AM3,Micro ATX,2,8GB
Asus F1A55-M/CSM,FM1,Micro ATX,4,32GB
MSI H61M-P25 (B3),LGA1155,Micro ATX,2,16GB
MSI A75MA-P35,FM1,Micro ATX,2,16GB
MSI 760GM-P23 (FX),AM3+,Micro ATX,2,16GB
ECS A55F-M2(1.0A),FM1,Micro ATX,2,32GB
ECS A55F-M3(1.0),FM1,Micro ATX,2,32GB
Gigabyte GA-880GM-D2H (REV. 3.1),AM3+,Micro ATX,2,8GB
MSI 760GM-E51 (FX),AM3+,Micro ATX,4,32GB
EVGA 120-SB-E682-KR,LGA1155,Micro ATX,4,16GB
Biostar A55ML2,FM2,Micro ATX,2,32GB
Biostar A780L3C,AM3,Micro ATX,2,16GB
Biostar COMBOA7L3C,Athlon II X2 215,Micro ATX,2,16GB
ASRock A55M-VS,FM1,Micro ATX,2,16GB
MSI NF980-G65,AM3,ATX,4,16GB
MSI 785GT-E63,AM3/AM2+/AM2,ATX,4,16GB
MSI Big Bang XPOWER,LGA1366,ATX,6,24GB
Asus P5QL-VM DO/CSM,LGA775,Micro ATX,4,16GB
MSI P55-CD53,LGA1156,ATX,4,16GB
MSI H55M-ED55,LGA1156,Micro ATX,4,16GB
MSI 790GX-G65,AM3,ATX,4,16GB
Biostar TA790GXE,AM3/AM2+/AM2,Micro ATX,4,16GB
MSI GF615M-P33,AM3,Micro ATX,2,8GB
ASRock H55M-LE,LGA1156,Micro ATX,2,8GB
ASRock P55 Extreme4,LGA1156,ATX,4,16GB
Jetway JNF9A-Q67,LGA1155,Mini ITX,2,16GB
ASRock FM2A75M-ITX R2.0,FM2,Mini ITX,2,32GB
EVGA 151-SE-E777-KR,LGA2011,EATX,4,32GB
Gigabyte GA-MA790X-UD4P,AM3/AM2+/AM2,ATX,4,16GB
Biostar B75MU3B,LGA1155,Micro ATX,2,16GB
Biostar TZ68K+,LGA1155,ATX,4,32GB
EVGA 151-SE-E779-KR,LGA2011,XL ATX,4,32GB
MSI E350IA-E45,E-Series E-350,Mini ITX,2,8GB
Jetway JI61G-ITX,LGA1155,Mini ITX,2,8GB
Gigabyte GA-X99-UD3P (rev. 1.0),LGA2011-3,ATX,4,64GB
ASRock B150M-ITX,LGA1151,Mini ITX,2,32GB
MSI Z170A-G43 PLUS,LGA1151,ATX,4,64GB
Biostar TA890FXE,AM3,ATX,4,16GB
Foxconn A88GM Deluxe,AM3,Micro ATX,4,16GB
ECS G41T-M2(1.0),LGA775,Micro ATX,2,8GB
ASRock G31M-S R2.0,LGA775,Micro ATX,2,8GB
Gigabyte GA-Q87M-MK,LGA1150,Micro ATX,4,32GB
Jetway JHA16-ULTRA,FM1,ATX,4,16GB
Jetway JTA980AG,AM3+,ATX,2,8GB
Jetway JTA88MG,AM3,Micro ATX,2,8GB
Jetway JMA3-880GP-LF,AM3,Micro ATX,2,8GB
Jetway JMA3-79GDGEXL-LF,AM3/AM2+/AM2,Micro ATX,4,4GB
Foxconn A7DA-S 3.0,AM3,ATX,4,8GB
Jetway JNC9KDL-2700,Atom D2700,Mini ITX,2,4GB
MSI 880GMA-E53,AM3,Micro ATX,4,16GB
Jetway JI31GM4-L-LF,LGA775,Micro ATX,2,4GB
ASRock FM2A78M-HD+,FM2+,Micro ATX,2,32GB
Asus P5G41T-M LE,LGA775,Micro ATX,2,8GB
Gigabyte GA-H61MA-D3V,LGA1155,Micro ATX,2,16GB
Gigabyte GA-Z87X-SLI,LGA1150,ATX,4,32GB
MSI 870A Fuzion,AM3,ATX,4,16GB
